Designator,Mid X,Mid Y,Rotation,Layer
C1,172.7708,-94.4372,90.0,top
D1,124.9934,-94.6912,270.0,top
D2,117.348,-94.6912,270.0,top
D3,117.322601,-81.363701,90.0,top
D4,125.0188,-81.3332,90.0,top
R1,170.1546,-94.996,180.0,top
R2,170.1526,-93.218,0.0,top
R3,122.4534,-94.6912,270.0,top
R4,119.9134,-94.6912,270.0,top
R5,119.8626,-81.3522,90.0,top
R6,122.301,-81.3288,90.0,top
U1,176.8348,-94.013355,270.0,top
